Food code,Main food description
27350310,"Seafood stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-base sauce"
27350410,Tuna noodle casserole with vegetables and (mushroom) soup
27351010,"Codfish with starchy vegetables, Puerto Rican style (Serenata de bacalao) (mixture)"
27351020,"Codfish salad, Puerto Rican style (Gazpacho de bacalao)"
27351030,"Stewed codfish, Puerto Rican style (Bacalao guisado)"
27351040,"Biscayne codfish, Puerto Rican style (Bacalao a la Vizcaina)"
27351050,"Codfish salad, Puerto Rican style (Ensalada de bacalao)"
27360000,"Stew, NFS"
27360010,"Goulash, NFS"
27360050,"Meat pie, NFS"
27360080,"Chow mein or chop suey, NS as to type of meat, with noodles"
27360090,"Paella, NFS"
27360100,Brunswick stew
27360120,"Chow mein or chop suey, various types of meat, with noodles"
27361010,"Stewed variety meats, Puerto Rican style (mostly liver) (Gandinga)"
27362000,"Stewed tripe, Puerto Rican style, with potatoes (Mondongo)"
27363000,"Gumbo with rice (New Orleans type with shellfish, pork, and/or poultry, tomatoes, okra, rice)"
27363100,Jambalaya with meat and rice
27410210,"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"
27410220,"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"
27410250,"Beef shish kabob with vegetables, excluding potatoes"
27411100,"Beef with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27411120,Swiss steak
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"
27411200,"Beef with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27414100,"Beef with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), (mushroom) soup (mixture)"
27414200,"Beef with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), (mushroom) soup (mixture)"
27415100,"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27415110,Beef and broccoli
27415120,"Beef, tofu, and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27415130,Szechuan beef
27415140,Hunan beef
27415150,"Beef chow mein or chop suey, no noodles"
27415170,Kung Pao beef
27415200,"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27415220,"Beef, tofu, and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27416100,"Beef and vegetables, Hawaiian style (mixture)"
27416150,Pepper steak
27416200,"Beef, ground, with egg and onion (mixture)"
27416250,Beef salad
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce"
27416400,Sukiyaki (stir fried beef and vegetables in soy sauce)
27416450,"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy (mixture)"
27416500,"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy (mixture)"
27418110,"Seasoned shredded soup meat (Ropa vieja, sopa de carne ripiada)"
27418210,"Puerto Rican style beef stew with vegetables, excluding potatoes (Carne a la Judia)"
27418310,"Corned beef with tomato sauce and onion, Puerto Rican style (mixture)"
27418410,"Beef steak with onions, Puerto Rican style (mixture) (Biftec encebollado)"
27420010,Cabbage with ham hocks (mixture)
27420020,Ham or pork salad
27420040,Frankfurters or hot dogs and sauerkraut (mixture)
27420060,"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"
27420080,Greens with ham or pork (mixture)
27420100,"Pork, tofu, and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-base sauce (mixture)"
27420110,"Pork and vegetables, Hawaiian style (mixture)"
27420120,Pork and watercress with soy-based sauce (mixture)
27420150,Kung Pao pork
27420160,"Moo Shu (Mu Shi) Pork, without Chinese pancake"
27420170,Pork and onions with soy-based sauce (mixture)
27420200,"Pork hash, Hawaiian style-ground pork, vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce"
27420250,"Ham and vegetables (including carrots, broccoli, and/or dark- green leafy (no potatoes)), no sauce (mixture)"
27420270,"Ham and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"
27420350,"Pork and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"
27420370,"Pork, tofu, and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27420390,"Pork chow mein or chop suey, no noodles"
27420400,"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27420410,"Pork and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), tomato-based sauce (mixture)"
27420450,"Sausage and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27420460,"Sausage and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27420470,"Sausage and peppers, no sauce (mixture)"
27420500,"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27420510,"Pork and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), soy-based sauce (mixture)"
27420520,"Pork shish kabob with vegetables, excluding potatoes"
27421010,"Stuffed christophine, Puerto Rican style (Chayote relleno)"
27422010,"Pork chop stewed with vegetables, Puerto Rican style (mixture) (Chuletas a la jardinera)"
27430400,"Lamb or mutton stew with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy"
27430410,"Lamb or mutton stew with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy"
27430500,"Veal goulash with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-base sauce"
27430510,"Veal goulash with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-base sauce"
27430580,"Veal with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cream or white sauce"
27430590,"Veal with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cream or white sauce"
27430610,"Lamb shish kabob with vegetables, excluding potatoes"
27440110,"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"
27440120,"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"
27440130,"Chicken or turkey shish kabob with vegetables, excluding potatoes"
27441120,"Chicken or turkey creole, without rice"
27442110,"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy (mixture)"
27442120,"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy (mixture)"
27443110,"Chicken or turkey a la king with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cream, white, or soup-based sauce"
27443120,"Chicken or turkey a la king with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cream, white, or soup-based sauce"
27443150,Chicken or turkey divan
27445110,"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27445120,"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27445125,"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27445130,"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-based sauce (mixture)"
27445150,General Tso chicken
27445180,Moo Goo Gai Pan
27445220,Kung pao chicken
27445250,Almond chicken
27446100,"Chicken or turkey chow mein or chop suey, no noodles"
27446200,"Chicken or turkey salad, made with mayonnaise"
27446205,Chicken or turkey salad with nuts and/or fruits
27446220,Chicken or turkey salad with egg
27446225,"Chicken or turkey salad, made with light mayonnaise"
27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing"
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing"
27446240,"Chicken or turkey salad, made with creamy dressing"
27446245,"Chicken or turkey salad, made with light creamy dressing"
27446250,"Chicken or turkey salad, made with Italian dressing"
27446255,"Chicken or turkey salad, made with light Italian dressing"
27446260,"Chicken or turkey salad, made with any type of fat free dressing"
27446300,"Chicken or turkey garden salad (chicken and/or turkey, tomato and/or carrots, other vegetables), no dressing"
27446310,"Chicken or turkey garden salad (chicken and/or turkey, other vegetables excluding tomato and carrots), no dressing"
27446315,"Chicken or turkey garden salad with bacon and cheese (chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing"
27446320,"Chicken or turkey (breaded, fried) garden salad with bacon and cheese (chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing"
27446330,"Chicken or turkey garden salad with cheese (chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing"
27446332,"Chicken or turkey (breaded, fried) garden salad with cheese (chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing"
27446350,"Asian chicken or turkey garden salad (chicken and/or turkey, lettuce, fruit, nuts), no dressing"
27446355,"Asian chicken or turkey garden salad with crispy noodles (chicken and/or turkey, lettuce, fruit, nuts, crispy noodles), no dressing"
27446360,"Chicken or turkey caesar garden salad (chicken and/or turkey, lettuce, tomato, cheese), no dressing"
27446362,"Chicken or turkey (breaded, fried) caesar garden salad (chicken and/or turkey, lettuce, tomatoes, cheese), no dressing"
27446400,"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cheese sauce (mixture)"
27446410,"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cheese sauce (mixture)"
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, Puerto Rican style (potatoes reported separately)"
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style (sauce and potatoes reported separately)"
27450010,Crab salad
27450020,Lobster salad
27450030,Salmon salad
27450040,"Shrimp chow mein or chop suey, no noodles"
27450060,"Tuna salad, made with mayonnaise"
27450061,"Tuna salad, made with light mayonnaise"
27450062,"Tuna salad, made with mayonnaise-type salad dressing"
27450063,"Tuna salad, made with light mayonnaise-type salad dressing"
27450064,"Tuna salad, made with creamy dressing"
27450065,"Tuna salad, made with light creamy dressing"
27450066,"Tuna salad, made with Italian dressing"
27450067,"Tuna salad, made with light Italian dressing"
27450068,"Tuna salad, made with any type of fat free dressing"
27450070,Shrimp salad
27450080,Seafood salad
27450090,Tuna salad with cheese
27450100,Tuna salad with egg
27450110,"Shrimp garden salad (shrimp, lettuce, eggs, tomato and/or carrots, other vegetables), no dressing"
27450120,"Shrimp garden salad (shrimp, lettuce, eggs, vegetables excluding tomato and carrots), no dressing"
27450130,Crab salad made with imitation crab
27450150,"Fish, tofu, and vegetables, tempura, Hawaiian style (mixture)"
27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing"
27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing"
27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing"
27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing"
27450250,Oysters Rockefeller
27450310,Lomi salmon
27450400,"Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"
27450405,"Shrimp and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"
27450410,"Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27450420,"Shrimp and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"
27450430,"Shrimp shish kabob with vegetables, excluding potatoes"
27450450,"Shrimp creole, no rice"
27450470,Kung Pao shrimp
27450510,"Tuna casserole with vegetables and (mushroom) soup, no noodles"
